,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,telo_condition,whose_telo,scenario_1,scenario_2,question,question_mask,gpt3_response_scenario_1,gpt3_response_scenario_2
151,artifacts,a_10_kb_7,2,keychain_to_bed_app_new_comp_changed_purpose_preserved,keychain_to_bed,keychain,bed,new,bed,changed,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special operation is not a keychain or a bed.,The thing after the special operation is a keychain.
152,artifacts,a_10_kb_7,3,keychain_to_bed_app_new_comp_changed_purpose_preserved,keychain_to_bed,keychain,bed,new,bed,changed,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special procedure is a keychain.,It is a keychain.
153,artifacts,a_10_kb_7,4,keychain_to_bed_app_new_comp_changed_purpose_preserved,keychain_to_bed,keychain,bed,new,bed,changed,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,"Under the scientific method, the thing after the special operation would be classified as a keychain, since it does not function as a bed.",A keychain.
154,artifacts,a_10_kb_7,5,keychain_to_bed_app_new_comp_changed_purpose_preserved,keychain_to_bed,keychain,bed,new,bed,changed,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t provide a place to sleep. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t provide a place to sleep. Instead, it only held keys.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing is a keychain because it only holds keys and it is not made of materials that beds are traditionally made of.,The thing after the special operation is a keychain.
155,artifacts,a_10_kb_8,1,keychain_to_bed_app_new_comp_changed_purpose_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,"The thing after the special operation is a bed, not a keychain."
156,artifacts,a_10_kb_8,2,keychain_to_bed_app_new_comp_changed_purpose_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,The thing after the special procedure is a bed.
157,artifacts,a_10_kb_8,3,keychain_to_bed_app_new_comp_changed_purpose_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,A bed.,A bed.
158,artifacts,a_10_kb_8,4,keychain_to_bed_app_new_comp_changed_purpose_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,The thing after the special operation is a bed.
159,artifacts,a_10_kb_8,5,keychain_to_bed_app_new_comp_changed_purpose_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only provided a place to sleep. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. Moreover, it didn’t hold keys. Instead, it only provided a place to sleep. ",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,The thing after the special operation is a bed.,A bed.
160,artifacts,a_11_km_1,1,keychain_to_microwave_app_original_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing is a keychain.,The thing after the special operation is a keychain.
161,artifacts,a_11_km_1,2,keychain_to_microwave_app_original_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,A keychain.,A keychain.
162,artifacts,a_11_km_1,3,keychain_to_microwave_app_original_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"The thing after the special procedure is a keychain, not a microwave.",The thing after the special operation is a keychain.
163,artifacts,a_11_km_1,4,keychain_to_microwave_app_original_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"The answer is that it depends on how you define a keychain or a microwave. If you define a keychain as a device that holds keys, then the thing after the special operation is still a keychain. If you define a microwave as a device that heats up food, then the thing after the special operation is not a microwave.",The thing after the special operation is a keychain.
164,artifacts,a_11_km_1,5,keychain_to_microwave_app_original_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"The thing after the special operation is a keychain, not a microwave.",The thing after the special operation is just a keychain.
165,artifacts,a_11_km_2,1,keychain_to_microwave_app_original_comp_preserved_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only heated up food.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,It is a microwave.,The thing after the special operation is a microwave.
166,artifacts,a_11_km_2,2,keychain_to_microwave_app_original_comp_preserved_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only heated up food.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,"It would depend on how you define a keychain. If you consider something that is only made of plastic, rubber, or leather and doesn't hold keys to be a keychain, then the object after the special operation would be a keychain. If, however, you require a keychain to be made of metal, plastic, glass, or ceramic and to hold keys in order to"
167,artifacts,a_11_km_2,3,keychain_to_microwave_app_original_comp_preserved_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only heated up food.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"A keychain is a device that is used to hold keys, whereas a microwave is a device that is used to heat up food. Therefore, the object after the special operation is a microwave.","Why?

The thing after the special operation is a microwave. The fact that it is only made of plastic, rubber or leather after the procedure means that it is not a keychain. The fact that it only heats up food means that it is a microwave."
168,artifacts,a_11_km_2,4,keychain_to_microwave_app_original_comp_preserved_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only heated up food.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,It is a microwave.,The thing after the special operation is a microwave.
169,artifacts,a_11_km_2,5,keychain_to_microwave_app_original_comp_preserved_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t hold keys. Instead, it only heated up food.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,A microwave.,The thing after the special operation is a microwave.
170,artifacts,a_11_km_3,1,keychain_to_microwave_app_original_comp_changed_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only held keys.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"Despite the fact that the thing after the special procedure looks like a keychain, it is actually a microwave. The tests that the scientists ran revealed that it does not heat up food, but it does hold keys. Therefore, the thing after the special procedure is a microwave.",It is a keychain.
171,artifacts,a_11_km_3,2,keychain_to_microwave_app_original_comp_changed_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only held keys.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special operation is not a microwave.,It’s a keychain.
172,artifacts,a_11_km_3,3,keychain_to_microwave_app_original_comp_changed_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only held keys.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,It's a keychain.,The thing after the operation is a keychain.
173,artifacts,a_11_km_3,4,keychain_to_microwave_app_original_comp_changed_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only held keys.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special operation is not a microwave.,The thing after the special operation is not a microwave.
174,artifacts,a_11_km_3,5,keychain_to_microwave_app_original_comp_changed_purpose_preserved,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t heat up food. Instead, it only held keys.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"No, the thing after the special operation is not a keychain. It is a microwave.",It is a keychain.
175,artifacts,a_11_km_4,1,keychain_to_microwave_app_original_comp_changed_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t hold keys. Instead, it only heated up food. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special procedure is a microwave.,The thing after the special operation is a microwave.
176,artifacts,a_11_km_4,2,keychain_to_microwave_app_original_comp_changed_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t hold keys. Instead, it only heated up food. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"The thing after the special operation is not a keychain, because it cannot hold keys. It is a microwave, because it can heat up food.",A microwave.
177,artifacts,a_11_km_4,3,keychain_to_microwave_app_original_comp_changed_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t hold keys. Instead, it only heated up food. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,A microwave.,The thing after the special operation is a microwave.
178,artifacts,a_11_km_4,4,keychain_to_microwave_app_original_comp_changed_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t hold keys. Instead, it only heated up food. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
179,artifacts,a_11_km_4,5,keychain_to_microwave_app_original_comp_changed_purpose_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure didn’t hold keys. Instead, it only heated up food. Moreover, it wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. ","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. Moreover, it didn’t hold keys. Instead, it only heated up food. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the special operation is a microwave.,The thing after the special operation is a microwave.
180,artifacts,a_11_km_5,1,keychain_to_microwave_app_new_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"No, the thing after the special operation is not a microwave. It is a keychain.",The thing after the special operation is not a microwave. It is a keychain.
181,artifacts,a_11_km_5,2,keychain_to_microwave_app_new_comp_preserved_purpose_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure didn’t heat up food. Instead, it only held keys. Moreover, it wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. Moreover, it didn’t heat up food. Instead, it only held keys. ",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,The thing after the operation is not a microwave.,"The thing after the special operation is a keychain, not a microwave."
