,category,version_number,rep_id,condition_description,items,item_original,item_new,appearance_type,whose_appearance,comp_condition,whose_comp,scenario_1,scenario_2,question,question_mask,bloom_response_scenario_1,bloom_response_scenario_1_retrieved,bloom_response_scenario_2,bloom_response_scenario_2_retrieved
133,artifacts,a_10_kb_2,5,keychain_to_bed_app_original_comp_changed,keychain_to_bed,keychain,bed,original,keychain,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Because we can,bed,a bed. It looks like,bed
134,artifacts,a_10_kb_3,1,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed because the word “,bed,"a bed, but I have",bed
134,artifacts,a_10_kb_3,2,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. I think,keychain,a bed. If the thing,bed
134,artifacts,a_10_kb_3,3,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,not a keychain. Because,unsure,"a keychain, because the",keychain
134,artifacts,a_10_kb_3,4,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. Because the,keychain,a bed. Because the scientists,bed
134,artifacts,a_10_kb_3,5,keychain_to_bed_app_new_comp_preserved,keychain_to_bed,keychain,bed,new,bed,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of wood, metal, or upholstered fabric. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. Because the,keychain,neither a keychain nor a,unsure
135,artifacts,a_10_kb_4,1,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. The key,keychain,both a keychain and a,unsure
135,artifacts,a_10_kb_4,2,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a keychain. If we,keychain,a bed. This is because,bed
135,artifacts,a_10_kb_4,3,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,both a keychain and a,unsure,not a keychain because it,unsure
135,artifacts,a_10_kb_4,4,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Why? Because,bed,"a bed, because the key",bed
135,artifacts,a_10_kb_4,5,keychain_to_bed_app_new_comp_changed,keychain_to_bed,keychain,bed,new,bed,changed,bed,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After the special procedure, the thing looked like a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a bed. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of wood, metal, or upholstered fabric. After the special procedure, the thing looked like a bed.",Is the thing after the special operation a keychain or a bed?,The thing after the special operation is,a bed. Because the thing,bed,a bed because it is the,bed
136,artifacts,a_11_km_1,1,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The thing is,microwave,not a keychain. The,unsure
136,artifacts,a_11_km_1,2,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. Because the thing,microwave,"a keychain. Because,",keychain
136,artifacts,a_11_km_1,3,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. It can heat,microwave,a microwave. In the operation,microwave
136,artifacts,a_11_km_1,4,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a microwave.
Explanation:",microwave,a microwave. Because the thing,microwave
136,artifacts,a_11_km_1,5,keychain_to_microwave_app_original_comp_preserved,keychain_to_microwave,keychain,microwave,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,not a keychain because it,unsure,a keychain. The key,keychain
137,artifacts,a_11_km_2,1,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,not a keychain because the,unsure,a microwave. It looks like,microwave
137,artifacts,a_11_km_2,2,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The keychain,microwave,a keychain. Why?,keychain
137,artifacts,a_11_km_2,3,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"microwave, because they didn't change",microwave,a keychain because if it,keychain
137,artifacts,a_11_km_2,4,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain. Because microwave,keychain,a keychain. The reason,keychain
137,artifacts,a_11_km_2,5,keychain_to_microwave_app_original_comp_changed,keychain_to_microwave,keychain,microwave,original,keychain,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. Because after the,microwave,a keychain. The key,keychain
138,artifacts,a_11_km_3,1,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a microwave, because the key",microwave,not a keychain nor a,unsure
138,artifacts,a_11_km_3,2,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave because the thing after,microwave,a keychain. The key,keychain
138,artifacts,a_11_km_3,3,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave because it has a,microwave,not a microwave and not a,unsure
138,artifacts,a_11_km_3,4,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,microwave. Because it has the,microwave,a microwave. It looks like,microwave
138,artifacts,a_11_km_3,5,keychain_to_microwave_app_new_comp_preserved,keychain_to_microwave,keychain,microwave,new,microwave,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of metal, plastic, glass, and ceramic components. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain. Because the,keychain,a microwave because it can be,microwave
139,artifacts,a_11_km_4,1,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"microwave, because I think the",microwave,"microwave. In my opinion,",microwave
139,artifacts,a_11_km_4,2,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave. The thing was,microwave,a microwave because it is a,microwave
139,artifacts,a_11_km_4,3,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a keychain. Because we,keychain,"a microwave.
Reason: The",microwave
139,artifacts,a_11_km_4,4,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,a microwave because the operation was,microwave,a microwave because after the operation,microwave
139,artifacts,a_11_km_4,5,keychain_to_microwave_app_new_comp_changed,keychain_to_microwave,keychain,microwave,new,microwave,changed,microwave,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After the special procedure, the thing looked like a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into a microwave. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of metal, plastic, glass, and ceramic components. After the special procedure, the thing looked like a microwave.",Is the thing after the special operation a keychain or a microwave?,The thing after the special operation is,"a keychain, because the",keychain,a microwave because the thing after,microwave
140,artifacts,a_12_kl_1,1,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,a keychain. The thing,keychain,keychain because the thing is,keychain
140,artifacts,a_12_kl_1,2,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,a keychain because it is,keychain,a keychain because the special,keychain
140,artifacts,a_12_kl_1,3,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,"lotion, because it is",lotion,a keychain. The reason,keychain
140,artifacts,a_12_kl_1,4,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,keychain. I know that,keychain,lotion. Because the thing,lotion
140,artifacts,a_12_kl_1,5,keychain_to_lotion_app_original_comp_preserved,keychain_to_lotion,keychain,lotion,original,keychain,preserved,keychain,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of water, oil, emulsifiers and skin-protecting ingredients. Instead, it was only made of plastic, rubber or leather. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,a keychain. Because the,keychain,a keychain. Because the,keychain
141,artifacts,a_12_kl_2,1,keychain_to_lotion_app_original_comp_changed,keychain_to_lotion,keychain,lotion,original,keychain,changed,lotion,"Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After the special procedure, the thing looked like a keychain. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients.","Some very talented and skilled scientists decide that they are going to perform a special procedure to turn a keychain into lotion. After running some tests, they found that the thing after the special procedure wasn’t made of plastic, rubber or leather. Instead, it was only made of water, oil, emulsifiers and skin-protecting ingredients. After the special procedure, the thing looked like a keychain.",Is the thing after the special operation a keychain or lotion?,The thing after the special operation is,lotion because it is made,lotion,"lotion, because it has",lotion
